paper_id,title,preprint_date,question,question_type
2915881,"Investigation of an octupole breathing mode of <math><mmultiscripts><mi mathvariant=""normal"">Pb</mi><mprescripts/><none/><mrow><mn>208</mn></mrow></mmultiscripts></math> as a resolution to the elliptical-to-triangular azimuthal anisotropy puzzle in ultracentral relativistic heavy ion collisions",2025-04-28,What theoretical explanation is proposed in the abstract to resolve the discrepancy between theoretical predictions and experimental measurements of the ratio of elliptical-to-triangular anisotropies (<math><msub><mi>v</mi><mn>2</mn></msub></math>-to-<math><msub><mi>v</mi><mn>3</mn></msub></math>) in ultracentral <math><mrow><mmultiscripts><mi>Pb</mi><mprescripts/><none/><mn>208</mn></mmultiscripts><mo>+</mo><mmultiscripts><mi>Pb</mi><mprescripts/><none/><mn>208</mn></mmultiscripts></mrow></math> collisions at the LHC?,factual
1978760,Probing nuclear structure with mean transverse momentum in relativistic isobar collisions,2021-11-29,"How does the mean transverse momentum ratio, $R_{\langle p_\perp \rangle}$, between $\text{Ru}+\text{Ru}$ and $\text{Zr}+\text{Zr}$ collisions act as a probe for nuclear structure, and what specific properties can it constrain?",conceptual
1828961,Beyond the wake: non-hydrodynamic response of an expanding Quark-gluon plasma,2020-11-09,"What is the significance of the non-hydrodynamic response in a quark-gluon plasma at intermediate times, and how does it relate to the relaxation time $\tau_R$?",conceptual
2879652,Low-energy spectra of nobelium isotopes: Skyrme random-phase-approximation analysis,2025-02-13,"Which Skyrme forces, SLy4 and SLy6, provided a reasonable description of the $K^{\pi}=8^{-}, 2^{-}$, and $3^{+}$ isomers in the nobelium isotopes $^{252}$No and $^{254}$No?",factual
1846773,Thermal evolution of relativistic hyperonic compact stars with calibrated equations of state,2021-02-15,"How does the presence of hyperons affect the cooling/heating curves of compact stars, and what is the significance of the Σ-hyperon potential for explaining the low luminosity of SAX J1808?",conceptual
2023408,Transport of hard probes through glasma,2022-02-01,What are the approximate maximum values for the transverse momentum broadening $\hat{q}$ and collisional energy loss $dE/dx$ acquired by hard probes traversing the glasma phase before the proper time expansion breaks down?,factual
1838609,Radial profile of bottom quarks in jets in high-energy nuclear collisions,2020-12-27,"In the context of Pb+Pb collisions at the LHC, how do the radial profiles of B mesons in jets at \(p_T\) \(>\) 10 GeV compare to those of D mesons, and what is the observed effect on their respective radial profiles?",factual
3088022,Triplet pairing in neutron matter in a comprehensive diagrammatic approach,2025-11-27,"Within the context of P-wave pairing in neutron matter, what is the effect of many-body correlations on the $^3P_2-^3F_2$ gap and the $^3P_0$ gap when using realistic nucleon-nucleon interactions up to a Fermi momentum of 1.8 fm$^{-1}$?",factual
1838188,On-shell representations of two-body transition amplitudes: Single external current,2020-12-24,What structural information about the excited QCD spectrum can be obtained from scattering amplitudes that couple two-particle systems via a single external current insertion?,conceptual
2140108,Hadro-chemistry effects on leptons from charm-hadron decays in heavy-ion collisions,2022-08-20,How does the consideration of charm hadro-chemistry affect the charm-leptons' suppression factor and elliptic flow in heavy-ion collisions compared to calculations that only consider $D$ mesons?,factual
2764850,The utilization of magneto-hydrodynamics framework in expansion of magnetized viscous conformal flow,2024-03-04,"What are the key physical quantities that are elucidated by solving the coupled Maxwell's equations and conservation equations of relativistic hydrodynamics in the described magneto-hydrodynamics framework, and along which directions are the QGP expansion and magnetic field oriented?",factual
1892241,Nuclear Effective Field Theories: Reverberations of the Early Days,2021-07-24,What is the primary framework currently used to describe low-energy nuclear structure and reactions consistently with QCD?,factual
2966896,Nonlocal nucleon-nucleus optical potentials from chiral effective field theory,2025-09-04,"According to the abstract, what is the Perey-Buck ansatz used to connect, and what are the dominant sources of energy dependence for the real and imaginary parts of the microscopic optical potential?",factual
2161081,"Relativistic mean field model parametrizations in the light of GW170817, GW190814, and PSR $J0740 + 6620$",2023-06-08,"What is the maximum mass of a nonrotating neutron star composed of pure nucleonic matter according to the DOPS1 parametrization, and how does this compare to the constraints from GW190814?",factual
3064723,Bounds on the equation of state of cold nuclear matter from imaginary chemical potentials,2025-10-08,How do Lorentz boosts allow for the determination of upper and lower bounds on the equation of state (EOS) of cold nuclear matter at zero temperature?,conceptual
3087422,Symmetry energy in dilute matter and the neutron skin,2025-11-27,How can extended energy density functional (EDF) models address the discrepancy between the neutron skin thicknesses observed in 48Ca (CREX) and 208Pb (PREX-II) experiments within a non-relativistic framework?,conceptual
1817023,Limiting masses and radii of neutron stars and their implications,2020-09-14,"What are the implications of observations indicating $R_{1.4} < 11.2$ km based on the study's model, which combines chiral effective field theory (χEFT) with neutron star observations up to twice nuclear saturation density?",conceptual
1847996,$\alpha$ clustering and neutron-skin thickness of carbon isotopes,2021-02-23,"According to the abstract, what experimental confirmation was recently made regarding the suppression of $\alpha $ clustering by neutron-skin formation in Sn isotopes?",factual
2783973,Baryonic screening masses in QCD at high temperature,2024-05-07,What is the deviation of baryonic screening masses from the free theory result (3\pi T) in thermal QCD with N_f=3 massless quarks for temperatures ranging from \sim 1 GeV to \sim 160 GeV?,factual
3072527,Nuclear Fragmentation at the Future Electron-Ion Collider,2025-10-22,How do the estimated fragmentation cross sections at the EIC compare in magnitude to those observed at the LHC?,factual
2964283,Finite-volume analysis and universal scaling signatures near the chiral phase transition in (2+1)-flavor QCD,2025-08-26,"What order parameter is used to quantify chiral symmetry breaking in this study, and what properties does it possess?",factual
2906090,Guiding center hydrodynamics with spin,2025-03-29,"What simplification in guiding-center ideal hydrodynamics with spin arises from the restriction of motion perpendicular to the magnetic field, compared to traditional spin hydrodynamics?",conceptual
2661219,Nucleon isovector axial form factors,2023-05-18,"What are the final results for the axial charge ($g_A$), scalar charge ($g_S$), and tensor charge ($g_T$) obtained in the study, including their statistical and systematic uncertainties?",factual
2512811,"Role of neutron transfer in the reaction mechanism of 9Be+169Tm, 181Ta, 187Re and 197Au systems",2022-11-22,"What is the observed dominance of neutron transfer and non-capture breakup (NCBU) cross sections at below barrier energies, and the major contribution of complete fusion (CF) and incomplete fusion (ICF) processes at above barrier energies for the studied <sup loc=""post"">9</sup>Be + <sup loc=""post"">169</sup>Tm, <sup loc=""post"">181</sup>Ta, <sup loc=""post"">187</sup>Re and <sup loc=""post"">197</sup>Au systems?",summary
2065000,Emergent phenomena from centre vortices,2022-04-07,"What is the primary emergent property of quantum chromodynamics that is discussed in the abstract, and what role do center vortices play in this phenomenon within SU(3) lattice gauge theory?",summary
2658876,"Skyrme Crystals, Nuclear Matter and Compact Stars",2023-05-11,"What is the ground state configuration of the Skyrmemodel on the three torus for the relevant range of densities, and what occurs between these configurations?",conceptual
2147041,Forward light-by-light scattering and electromagnetic correction to hadronic vacuum polarization,2022-09-05,"How can the ultraviolet divergences and infrared effects associated with the massless photon in lattice QCD calculations of the hadronic vacuum polarization be managed, and what specific technique is proposed to address these challenges?",conceptual
2605162,Persistent homology as a probe for center vortices and deconfinement in SU(2) lattice gauge theory,2022-11-29,"How can persistent homology be used to quantitatively analyze the deconfinement transition in SU(2) lattice gauge theory, and what role do center vortices play in this analysis?",conceptual
2757002,Correlation between the shape coexistence and stability in Mo and Ru isotopes,2024-02-09,"According to the abstract, what theoretical frameworks were used to explore shape coexistence and its impact on decay modes and half-lives in Mo and Ru isotopes?",factual
1919870,The hadronic contribution to the running of the electromagnetic coupling and electroweak mixing angle,2021-09-09,What is the total relative uncertainty of the hadronic contribution to $\alpha(Q^2)$ and $\sin^2\theta_W(Q^2)$ in the space-like energy region for $Q^2 \ll 1~\text{GeV}^2$ and for $Q^2 > 1~\text{GeV}^2$?,factual
2644166,Pair production as a probe for the dynamics of nuclear fission and <math><mi>α</mi></math> decay,2023-03-18,How can the energy distribution of electron-positron pairs produced via the Schwinger mechanism provide insights into the dynamics of nuclear fission and alpha decay?,conceptual
2833035,"Constraints on the equation of state of nuclear matter from systematically comparing <math><mi mathvariant=""normal"" mathsize=""small"">SMASH</mi></math> calculations to HADES data",2024-09-25,"What method was used to perform a Bayesian analysis and obtain constraints on the equation of state of nuclear matter and symmetry potential, while also providing uncertainties for the estimated parameters?",factual
2660839,Thermal photon production in Gubser inviscid relativistic fluid dynamics,2023-05-17,What is the derived formula relating the effective temperature $T_{\text{eff}}$ of the photon spectrum at energy $E$ to the maximum plasma temperature $T_0$?,factual
1841035,Properties of the quark-gluon plasma created in heavy-ion collisions,2021-01-14,"What model is used to describe the strongly interacting quark-gluon plasma (QGP) at finite temperature and baryon chemical potential, and how is this model matched to lattice QCD data?",factual
1797216,Pion magnetic polarisability using the background field method,2020-05-20,What methods were employed in this lattice QCD calculation to determine the pion magnetic polarisability in the presence of background magnetic fields?,factual
2834667,Generalized HMC using Nambu mechanics for lattice QCD,2024-09-27,"What is the key advantage of using Nambu generalized Hamiltonian dynamics within the HMC algorithm for lattice QCD simulations, as described in the abstract?",factual
2961695,Nonlocality parameters of microscopic optical potentials from Skyrme-based nuclear structure models at low energies,2025-08-18,"What is the range of the non-locality parameter $ β$ for incident energies below 30 MeV for the studied nuclei ($ ^{16}	extrm{O} $, $ ^{40}	extrm{Ca} $, $ ^{48}	extrm{Ca} $, and $ ^{208}	extrm{Pb} $)?",factual
1862316,Nuclear matrix elements of neutrinoless double-β decay in the triaxial projected shell model,2021-05-06,"How do the nuclear matrix elements for neutrinoless double-$\beta$ decay in \(^76\)Ge, \(^82\)Se, \(^100\)Mo, \(^130\)Te, and \(^150\)Nd change when the triaxial deformation parameter $\gamma$ varies from $0^{\circ}$ to $60^{\circ}$?",factual
1841419,Production of super-heavy nuclei in cold fusion reactions,2021-01-15,"In cold fusion reactions involving super-heavy nuclei synthesis with a 208Pb target, does the model primarily attribute the formation of the compound nucleus to the di-nuclear system path or the fusion path?",factual
2921960,Probing the refined performance of the categorical-boosting algorithm to the Hartree-Fock-Bogoliubov mass model with several Skyrme forces,2025-05-15,What is the range of root-mean-square deviations between bare Hartree-Fock-Bogoliubov calculations using different Skyrme forces and experimental data for nuclear masses?,factual
2087568,Lattice scalar field theory at complex coupling,2022-05-24,What methods are demonstrated in the paper to bypass sign problems in lattice scalar field theories in 0+1 and 1+1 dimensions?,factual
2878286,Qubit Regularization of Quantum Field Theories,2025-02-08,"What is the novel renormalization group (RG) flow that allows for the emergence of asymptotic freedom within a strictly finite-dimensional local Hilbert space in (1+1) dimensions, as discussed in the abstract?",conceptual
1923590,Quantum fluctuations of baryon number density,2021-09-16,What specific characteristic of the quantum fluctuation expression of the baryon number for a subsystem of hot relativistic spin− particles appears to diverge?,factual
2703011,Comparison of N̄N optical models,2023-09-26,What specific partial waves ($^{31}S_0$ and $^{33}P_0$) exhibit a resonant-like structure above $p_{Lab}$ = 400 MeV/c according to the study?,factual
1838643,On the three-particle analog of the Lellouch-Lüscher formula,2020-12-27,What is the main purpose of the derived three-particle analog of the Lellouch-Lüscher formula in the context of lattice studies?,factual
2157887,Determination of $\alpha _s(m_Z)$ by the non-perturbative decoupling method,2022-09-28,What is the value of $\Lambda^{(3)}_{\overline{\textrm{MS}}}$ obtained by the ALPHA Collaboration using the non-perturbative decoupling method?,factual
2729306,Theoretical Developments in Lattice Gauge Theory for Applications in Double-beta Decay Processes and Quantum Simulation,2023-11-29,What are the two distinct modes of double beta decay mentioned in the abstract?,factual
2624619,Update on flavor diagonal nucleon charges,2023-01-19,What type of fermions and quark ensembles are used in the calculation of flavor diagonal nucleon charges mentioned in the abstract?,factual
1978808,ππ scattering in partially-quenched twisted-mass chiral perturbation theory,2021-11-27,"What is the estimated error from the violation of unitarity in the study of pion-pion scattering using partially-quenched twisted-mass chiral perturbation theory, and what is the outlook for reducing this error?",factual
2807258,Phase diagram of the Schwinger model by adiabatic preparation of states on a quantum simulator,2024-07-12,What physical system's phase structure is studied on quantum devices using adiabatic preparation of states in the provided abstract?,factual
2931432,Bayesian Inference of the Landau Parameter $G'_0$ from Joint Gamow-Teller Measurements,2025-06-05,"What is the Bayesian inferred value of the Landau parameter $G'_0$ using joint Gamow-Teller measurements from $^{208}	extrm{Pb}$, $^{132}	extrm{Sn}$, and $^{90}	extrm{Zr}$ within a self-consistent Skyrme Quasiparticle Random Phase Approximation (QRPA) model?",factual
2647130,"Event-by-event antideuteron multiplicity fluctuation in Pb+Pb collisions at <math altimg=""si1.svg""><msqrt><mrow><msub><mrow><mi>s</mi></mrow><mrow><mi>N</mi><mi>N</mi></mrow></msub></mrow></msqrt><mo linebreak=""goodbreak"" linebreakstyle=""after"">=</mo><mn>5.02</mn></math> TeV",2022-04-22,"What is the observed trend of the antideuteron to antiproton yield ratio in peripheral Pb+Pb collisions at $\sqrt{s_{NN}}} = 5.02$ TeV, and how does it compare to the predictions of the nucleon coalescence model based on MUSIC hydrodynamics and UrQMD transport?",factual
2913772,The Unitarity-Limit Expansion for Two Nucleons with Perturbative Pions: Digest and Ideas,2025-04-17,"In the context of the Unitarity Limit for two nucleons with perturbative pions, at what order in $\chi$EFT are scale invariance and Wigner-SU(4) symmetry expected to persist, and what is the role of the tensor/Wigner-SU(4) symmetry-breaking part of OPE?",conceptual
1796351,Topology and axions in QCD,2020-05-13,"What are the observable effects of topology on the QCD spectrum and its interrelation with chiral and axial symmetries, as discussed in the context of lattice QCD topology studies?",factual
2952937,"<math display=""inline""><mrow><mi mathvariant=""script"">N</mi><mo>=</mo><mn>1</mn></mrow></math> supersymmetric QCD on the lattice using overlap fermions",2025-07-22,"What is the main challenge addressed in this work concerning the lattice formulation of <math display=""inline""><mi mathvariant=""mathcal"">N</mi><mo>=</mo><mn>1</mn></math> supersymmetric QCD (SQCD)?",factual
2643015,Classification of pairing phase transition in the hot nucleus,2023-03-15,"According to the abstract, how is the pairing phase transition classified in the hot nucleus 162Dy using covariant density functional theory?",factual
1864366,Planar Thirring Model in the U(2$N$)-symmetric limit,2021-05-20,"What type of fixed points does the Thirring model in 2+1$d$ dimensions exhibit, and what symmetry breaking is associated with them?",factual
1927678,Exploring the Σ+p interaction by measurements of the correlation function,2021-09-24,How can the singlet and triplet S-wave contributions of the $\Sigma^{+}p$ interaction be separated using correlation function measurements and cross section data?,factual
1879430,Parton evolution time-dependent transverse shape asymmetry in peripheral Pb–Pb and p–Pb collisions at 5.02TeV,2021-07-07,"What is the relationship between initial momentum asymmetry, final momentum asymmetry, and initial spatial asymmetry in peripheral Pb–Pb and p–Pb collisions at 5.02 TeV according to the multi-phase transport model simulation?",factual
1866345,"Comment on ""Sequential Single-Pion Production Explaining the Dibaryon ""$d^*(2380)$"" Peak""",2021-06-01,What is the physical process calculated in arxiv: 2102.05575 that the authors claim explains the $d^*(2380)$ peak?,factual
1974023,Topology of the $O(3)$ non-linear sigma model under the gradient flow,2021-11-23,"How does the topological susceptibility of the $O(3)$ non-linear sigma model behave in the continuum limit, even with the presence of gradient flow and a $\theta$-term?",factual
2615396,Learning trivializing gradient flows for lattice gauge theories,2022-12-16,What is the approximate number of parameters required by the proposed continuous normalizing flow model compared to existing deep-learning models for SU(3) Yang-Mills theory on a 16^2 lattice?,factual
2621464,Multi-point Padè for the study of phase transitions: from the Ising model to lattice QCD,2023-01-09,What is the name of the collaboration that developed the method for investigating the QCD phase diagram using multi-point Padé approximants?,factual
3096005,"Bound states of <math><mi mathvariant=""normal"">Ω</mi></math> baryons in light nuclei",2025-12-27,What is the range of the radial distance from which the deep attractive core of the $\Omega_{3s}N$ potential is removed for regularization?,factual
2082449,Phase transition in the three-dimensional $O(N)\otimes O(M)$ model: a Monte Carlo study,2022-05-15,What range of $N$ and $M$ values are considered in the Monte Carlo study of the three-dimensional $O(N)\otimes O(M)$ sigma model?,factual
2693465,Evolution of Efimov states,2023-09-04,"How are Efimov states identified within the relativistic scattering theory framework, and what occurs to them as the interaction strength is modified?",conceptual
2063284,Pseudogauges and relativistic spin hydrodynamics for interacting Dirac and Proca fields,2022-04-04,What specific quantum kinetic theory approach is used to establish a connection between pseudogauges and relativistic spin hydrodynamics for massive spin-1/2 and spin-1 particles?,factual
2601248,Glueball spectroscopy in lattice QCD using gradient flow,2022-11-28,"What is the main advantage of using the spatial gradient flow compared to the original gradient flow method in glueball mass calculations, especially at large flow times?",conceptual
2878272,The isoscalar non-singlet axial form factor of the nucleon from lattice QCD,2025-02-10,What is the flavour structure of the axial form factor of the nucleon being computed in this lattice QCD study?,factual
2863721,QCD sum rule approach to Okamoto-Nolen-Schiffer anomaly,2024-12-25,What is the primary novel approach proposed in this paper to connect charge symmetry breaking (CSB) nuclear interaction with low-energy constants in quantum chromodynamics (QCD)?,factual
2166718,Towards the finite-volume spectrum of the Roper resonance,2022-10-17,What is the primary method used in the abstract to investigate the finite-volume energy levels of the Roper resonance at leading one-loop order within a two-flavor chiral effective Lagrangian?,factual
1824045,Total reaction cross section on a deuteron target and the eclipse effect of the constituent neutron and proton,2020-10-19,"According to the Glauber model as applied in the abstract, how can the total reaction cross sections on a deuteron target be expressed in terms of nuclear matter radius and neutron skin thickness?",factual
1854738,Investigation of multistep effects for proton inelastic scattering to the 21+ state in He6,2021-03-31,How does the continuum-discretized coupled-channels (CDCC) method treat resonant states in the context of multistep effects for proton inelastic scattering in \(^6\text{He}\)?,conceptual
2617370,Towards Quantum Monte Carlo Simulations at non-zero Baryon and Isospin Density in the Strong Coupling Regime,2022-12-21,"In the strong coupling limit of Lattice QCD with staggered fermions, what condition allows for Quantum Monte Carlo simulations at non-zero baryon density?",factual
1819830,Impact-Parameter Description of High-Energy Deuteron-Nucleus Collisions,2020-09-26,"What types of collision outcomes are analyzed in the high-energy diffraction approximation for deuteron-nucleus collisions, and how is the cross section for processes involving nucleon absorption derived?",summary
1793005,Ab initio multishell valence-space Hamiltonians and the island of inversion,2020-04-27,What is the primary goal of extending ab initio valence-space in-medium similarity renormalization group (IM-SRG) to connect multiple major-oscillator shells in the context of neutron-rich nuclei?,conceptual
2683166,Ridges in rotating neutron-star properties due to first order phase transitions,2023-07-28,"What specific features in the observables of rotating neutron stars can indicate the presence of first-order phase transitions in their matter, according to the Hartle-Thorne theory?",factual
1919854,Exploring the halo character and dipole response in the dripline nucleus F31,2021-09-10,"What is the calculated increase in the matter radius of $^{31}$F with respect to its core radius, and what are the integrated B(E1) strengths that support its two-neutron halo character?",factual
2513643,A peculiarity of nuclear flow in the stellar CNO cycle with energetic particles,2022-11-22,What peculiar phenomenon in the stellar CNO cycle is caused by MeV $\alpha$-particles and protons generated in exoergic nuclear processes?,factual
1982281,Correlated Dirac Eigenvalues and Axial Anomaly in Chiral Symmetric QCD,2021-12-01,What is the relationship proposed between the derivatives of the Dirac eigenvalue spectrum with respect to quark mass and the correlations among eigenvalues of the massless Dirac operator?,conceptual
2810673,Pauli nonlocality and the nucleon effective mass,2024-07-24,"What is the relationship between the neutron-proton effective mass splitting ($\msubsup><mi>m</mi><mrow><mi>n</mi><mo>−</mo><mi>p</mi></mrow><mo>*</mo></msubsup$) and the neutron-proton asymmetry parameter ($\delta$) for neutron-rich nuclear matter at saturation density, as determined from the central strength of the real folded nucleon optical potential?",factual
2944071,Ferromagnetic instabilities in quarkyonic matter,2025-07-09,What mechanism leads to ferromagnetic instabilities in quarkyonic matter at low densities according to the abstract?,conceptual
2794790,Effects of pairing strength on the nuclear structure and double-<math><mi>β</mi></math> decay predictions within the mapped interacting boson model,2024-06-05,"How does an increase in pairing strength affect the energy levels of excited \(\text{0}^+\) states and the magnitude of predicted \((2\nu\beta\beta)\)-decay nuclear matrix elements (NMEs) within the mapped interacting boson model, and how do these changes compare to calculations with standard pairing strength for specific decays like \(\text{Ge}\to\text{Se}\), \(\text{Se}\to\text{Kr}\), and \(\text{Mo}\to\text{Ru}\)?",factual
2958989,Thermo-coalescence model for light nuclei production in relativistic heavy-ion collisions,2025-08-11,What two components form the basis of the thermo-coalescence model for light nuclei production?,conceptual
1797238,Anomalous Internal Pair Creation,2020-04-23,"What specific observation in electron-positron angular correlation measurements led to the interpretation of the creation of a $J^{\pi }=1^{+}$ boson, the X17 particle?",factual
1842811,Forward coherent $\omega$ and $\phi$ mesons production in the photonuclear reaction on nuclei,2021-11-01,What model is used to calculate the differential cross sections of forward coherent $\omega$ and $\phi$ mesons photoproduction from nuclei in the described research?,factual
1962993,"<math display=""inline""><mrow><mi>π</mi><mo>-</mo><mi>π</mi></mrow></math> scattering, QED, and finite-volume quantization",2021-11-08,"What lattice QCD procedure is used to calculate the $\pi^+ \pi^+$ scattering phase shift, including Coulomb potential effects and avoiding finite-volume corrections?",factual
2935559,Particle Spectra in the Integrated HydroKinetic Model at RHIC BES Energies,2025-06-16,"What is the approximate duration of thermalization in the Integrated HydroKinetic Model (iHKMe) for Au+Au collisions at RHIC BES energies ($\sqrt{s_{NN}} = 7.7-39$ GeV), and when does it begin relative to nuclear overlap?",factual
1814182,Perturbative chiral nucleon–nucleon potential for the $^3P_0$ partial wave,2020-11-26,"What is the maximum center-of-mass momentum (k) up to which the combined $^3P_0$ chiral force is shown to be perturbative, as discussed in the abstract?",factual
2729110,Accuracy of the mean-field theory in describing ground-state properties of light nuclei,2023-10-13,"What is the role of exchange terms in the center-of-mass correction for describing the radii of light nuclei, according to the relativistic mean-field model?",factual
3071111,Born series for s-wave scattering length and some exact results,2025-10-17,For what class of central potentials $V(r)$ is the Born series for the $s$-wave scattering length $a_0$ calculated up to sixth order in the dimensionless coupling strength $g$?,factual
2945878,Proton radioactivity in deformed nuclei with microscopic optical potential: a novel angular-dependent emission mechanism in the nanosecond-emitter $^{149}$Lu,2025-07-13,What is the predicted half-life of $^{149}$Lu according to the microscopic description using a deformed microscopic optical potential and a new harmonic-oscillator-inspired scheme for assault frequency?,factual
1960263,Higher partial wave contamination in finite-volume formulae for 1-to-2 transitions,2021-11-04,What is the primary motivation for assessing the systematic uncertainty of truncating finite-volume formulae for $K\to\pi\pi$ transitions to only include the lowest partial wave?,factual
2797353,"Numerical fractional instantons in SU(2): center vortices, monopoles, and a sharp transition between them",2024-06-11,"What type of topological objects do fractional instantons represent on $\mathbb{R}^2\times\mathbb{T}^2_*$ and $\mathbb{R}^3\times S^1$ respectively, according to the numerical study?",factual
1913356,Hyperon dynamics and production of multi-strangeness hypernuclei in heavy-ion collisions at 3A GeV,2021-08-30,"What is the estimated production cross-section for light double $\Lambda$ hypernuclei, such as $\msubsup<0xE2><0x82><0xBE><0xE2><0x82><0xBE><mn>4</mn><mo>,</mo><mn>5</mn><mo>></msubsup{\rm H}$ and $\msubsup<0xE2><0x82><0xBE><0xE2><0x82><0xBE><mn>4</mn><mo linebreak=",factual
1818311,Modeling of Nuclear Reactions with Langevin Calculations,2023-10-03,What is the role of the model parameters ${{f}_{{{	ext{ina}}}}}$ and $\gamma _{t}^{0}$ in reproducing the diagonal correlation observed in the mass angle distribution for the $^{48}$Ti + $^{186}$W reaction system?,factual
2651764,Tabulated equations of state from models informed by chiral effective field theory,2023-04-16,"What astrophysical applications are the tabulated equations of state relevant for, according to the abstract?",factual
2724197,Chemical potential dependence of the endpoint of first-order phase transition in heavy-quark region of finite-temperature lattice QCD,2023-11-19,What is the relationship between the higher order terms of the hopping parameter expansion and the Polyakov loop in finite-temperature and density lattice QCD with 2+1 flavors of Wilson quarks?,factual
1817030,Relativistic hydrodynamics with momentum dependent relaxation time,2020-09-14,What is the key finding regarding the momentum dependence of the relaxation time in the collision term on the Landau matching condition?,factual
2715651,Electromagnetic Current Operators for Phenomenological Relativistic Models,2023-10-29,How are electromagnetic current operators constructed in phenomenological Poincaré invariant quantum mechanical models using local gauge invariance?,conceptual
2079966,Bulk pressure in fluid-dynamical simulations of Pb-Pb and p-Pb collisions at the LHC energies,2022-05-11,"According to the abstract, in relativistic heavy-ion collisions simulated by fluid dynamics, what is the relative magnitude of bulk viscosity compared to shear viscosity, and what is the implication of bulk pressure counteracting equilibrium pressure?",conceptual
2165144,Lattice QCD at Finite Temperature: Some Aspects Related to Chiral Symmetry,2022-10-13,What are the specific aspects related to chiral symmetry discussed in the abstract concerning lattice QCD at finite temperature?,summary
1863529,Nuclear energy density functionals from machine learning,2021-05-17,What is the primary innovation presented in this paper regarding nuclear energy density functionals?,summary
2709126,Impact of nonzero strangeness and momentum anisotropy on thermodynamics of finite volume quark matter,2023-10-06,"How does the chiral critical point in the QCD phase diagram shift with decreasing system size and decreasing strangeness chemical potential, according to the three-flavored Polyakov quark meson model?",factual
2958232,Acausality-driven instabilities in relativistic viscous hydrodynamics,2025-08-06,"In the context of relativistic viscous fluid dynamics, what are the conditions on the characteristic speed of information propagation, $w$, and the fluid velocity, $v$, that define acausal but stable regimes, unstable regimes, and covariantly ill-posed regimes?",factual
1972942,Excitation of pairing vibrations in superfluid nuclei$^{*}$,2021-11-21,"How do pairing correlations affect the spectroscopic factor for exciting monopole pairing vibrations in superfluid nuclei via a two-neutron transfer reaction, according to the kinetic model based on the semiclassical time-dependent Hartree-Fock-Bogolyubov theory?",factual
2142574,Dynamics of Hot QCD Matter -- Current Status and Developments,2022-08-29,What are the two primary experimental facilities mentioned in the abstract where heavy-ion collision data is collected for studying Quark Gluon Plasma?,factual
1982662,Tensor-network study of the 3d 𝑶(2) model at non-zero chemical potential and temperature,2021-12-02,What specific enhancements were made to the higher-order tensor-renormalization-group (HOTRG) method for simulating the 3D $O(2)$ model at non-zero chemical potential and temperature?,factual
2001773,The $\varLambda (1405)$ resonance as a genuine three-quark or molecular state,2022-01-05,"In the context of a chiral quark model, what is the determined mechanism for the formation of the $\varLambda (1405)$ resonance, and what role do three-quark bare states and contact interactions play in reproducing the scattering amplitudes?",conceptual
2776846,Evolution equation for the energy-momentum moments of the nonequilibrium density function and regularized relativistic third-order hydrodynamics,2024-04-11,"What is the specific method used to extend regularized hydrodynamics to the relativistic case in this paper, and what expansion techniques are judiciously mixed within this method?",factual
1807023,Effective Field Theory for Two-Body Systems with Shallow S-Wave Resonances,2020-07-14,"In the context of effective field theory for two-body scattering with a low-energy S-wave resonance, what is the characteristic property of the effective range at the leading order of the expansion?",factual
2006924,Steady asymptotic equilibria in conformal relativistic fluids,2021-12-28,"What is the decay rate to equilibrium for a conformal fluid in kinetic theory under the relaxation time approximation, and how does it compare to hydrodynamic schemes that account for second moments (Israel-Stewart) and second and third moments?",factual
2680326,Optimized nuclear energy density functionals including long-range pion contributions,2023-07-25,"What is the primary challenge in developing nuclear energy density functionals that are systematically improvable from first principles, and how does the GUDE family of functionals address this challenge by incorporating long-range pion contributions?",conceptual
2775419,Thermal Fluctuations of Matter Composition and Quark Nucleation in Compact Stars,2024-04-09,"How do thermal fluctuations in hadronic composition affect the nucleation of two-flavor quark matter in neutron stars, and at what temperatures does this effect become significant or limited by stellar pressure?",conceptual
2163228,"Cluster structures of the <math><msup><mn>0</mn><mo>+</mo></msup></math> states of <math><mmultiscripts><mi mathvariant=""normal"">C</mi><mprescripts/><mi mathvariant=""normal"">Λ</mi><mn>13</mn></mmultiscripts></math> with the <math><mrow><mn>3</mn><mi>α</mi><mo>+</mo><mi mathvariant=""normal"">Λ</mi></mrow></math> four-body orthogonality condition model",2022-10-10,How do the calculated $0^{+}$ states of $^{13}_	extrm{Λ}	extrm{C}$ using the $3	extrm{α}+	extrm{Λ}$ four-body orthogonality condition model compare to the low-lying $0^{+}$ states of $^{12}	extrm{C}$?,factual
1980652,Investigations of decuplet baryons from meson-baryon interactions in the HAL QCD method,2021-11-30,"In the HAL QCD method with $m_{\pi} \approx 410~\textrm{MeV}$, what are the interactions considered for the $\Delta$ and $\Omega$ baryons, and what is suggested to be the primary reason for the mass difference between them?",factual
1867266,"Surface properties for Ne, Na, Mg, Al, and Si isotopes in the coherent density fluctuation model using the relativistic mean-field densities",2021-06-06,What nuclear isotopes are considered to be within the island of inversion based on the symmetry energy calculations within the coherent density fluctuation model?,factual
2742781,Lattice Realization of the Axial U(1) Noninvertible Symmetry,2024-01-02,"How is the invariance of the symmetry operator under gauge transformations realized in the lattice formulation of chiral gauge theory with an anomalous matter content, as described in the abstract?",conceptual
